build_y,year,month,day,dong,price,apt_nm,size,jibun,ji_code,floor
1983,2018,2,20, 개포동,"   124,700",개포주공 6단지,53.06,185,11680,2
1983,2018,2,22, 개포동,"   150,000",개포주공 7단지,73.26,185,11680,3
1992,2018,2,24, 개포동,"    97,000",성원대치2단지아파트,49.86,12,11680,4
1992,2018,2,24, 개포동,"    88,400",성원대치2단지아파트,39.53,12,11680,10
1992,2018,2,26, 개포동,"    72,000",성원대치2단지아파트,33.18,12,11680,1
1984,2018,2,27, 개포동,"   210,000",경남2차,149.21,649,11680,6
1984,2018,2,27, 개포동,"   203,000",현대1차101동~106동,177.19,653,11680,3
1982,2018,2,27, 개포동,"   142,000",개포주공 1단지,35.64,141,11680,3
2002,2018,2,2, 청담동,"   120,000",청담대림e-편한세상,81.84,30-33,11680,11
2011,2018,2,2, 청담동,"   135,000",청담자이,50.316,134-38,11680,3
2006,2018,2,2, 청담동,"   122,000",청담2차e-편한세상,101.7,14,11680,10
2013,2018,2,3, 청담동,"    36,300",청담 신원아침도시마인,27.7131,122-35,11680,4
2002,2018,2,3, 청담동,"   144,000",청담대림e-편한세상,81.84,30-33,11680,17
2004,2018,2,7, 청담동,"   144,000",대우유로카운티,121.48,50-5,11680,4
1999,2018,2,7, 청담동,"   131,000",삼성청담공원아파트,84.96,60,11680,13
1983,2018,2,7, 청담동,"   200,000",현대_아파트,159.08,75-1,11680,3
2002,2018,2,8, 청담동,"   103,000",청담대림e-편한세상,113.57,30-33,11680,14
2003,2018,2,8, 청담동,"   233,000",청담8차상지리츠빌,203.47,121-14,11680,2
1999,2018,2,10, 청담동,"   128,000",삼환,84.88,10,11680,14
2001,2018,2,10, 청담동,"   240,000",강변상지리츠빌,171.79,106-17,11680,2
2017,2018,2,12, 청담동,"   368,000",청담린든그로브,203.87,67-1,11680,3
1984,2018,2,12, 청담동,"   171,500",진흥아파트,109.31,65,11680,11
2006,2018,2,13, 청담동,"   585,000",상지리츠빌카일룸2차,244.32,128-18,11680,7
1994,2018,2,13, 청담동,"   220,000",흥화빌라,206.85,141-1,11680,4
2017,2018,2,19, 청담동,"   172,000",청담린든그로브,84.99,67-1,11680,6
2004,2018,2,20, 청담동,"   137,000",대우유로카운티,121.48,50-5,11680,5
2010,2018,2,22, 청담동,"   590,000",마크힐스이스트윙,192.86,130-7,11680,19
2002,2018,2,24, 청담동,"   140,000",청담대림e-편한세상,81.84,30-33,11680,7
2005,2018,2,26, 청담동,"    52,500",휴먼스타빌,35.905,5-25,11680,6
2005,2018,2,27, 청담동,"   248,000",청담대우로얄카운티6차,166.63,101-1,11680,1
2004,2018,2,1, 삼성동,"    55,000",LG선릉에클라트(B),48.81,142-3,11680,12
2008,2018,2,2, 삼성동,"   184,000",현대힐스테이트 2단지,84.236,50,11680,2
1998,2018,2,3, 삼성동,"   130,000",세방타운하우스,134.4,64-7,11680,3
2002,2018,2,3, 삼성동,"   131,000",삼성벨라스빌,147.26,29-19,11680,2
2004,2018,2,5, 삼성동,"   125,000",미켈란147,84.86,147-2,11680,13
2004,2018,2,6, 삼성동,"   390,000",아이파크,175.052,87,11680,14
2007,2018,2,6, 삼성동,"   203,000",래미안삼성2차,119.29,7-3,11680,12
1997,2018,2,8, 삼성동,"    49,500",풍림,53.75,129-20,11680,7
2004,2018,2,9, 삼성동,"    34,500",LG선릉에클라트(B),36.35,142-3,11680,12
2005,2018,2,9, 삼성동,"   197,000",삼성동 롯데캐슬 킹덤,170.8,43,11680,3
2008,2018,2,9, 삼성동,"    77,500",삼성동힐스테이트 1단지,26.5,16-2,11680,20
2003,2018,2,10, 삼성동,"    36,000",LG선릉에클라트(A),36.16,142-7,11680,4
1998,2018,2,10, 삼성동,"   130,000",삼부아파트 102동,81.21,99,11680,3
2003,2018,2,12, 삼성동,"   125,000",미켈란107,83,107,11680,15
2008,2018,2,12, 삼성동,"   105,000",현대힐스테이트 2단지,40.763,50,11680,5
2007,2018,2,12, 삼성동,"   125,000",채널리저브,84.97,144-14,11680,20
1998,2018,2,13, 삼성동,"   112,000",현대타워(13층-27층),149.99,143-37,11680,22
2003,2018,2,13, 삼성동,"   155,000",쌍용플래티넘,152.25,117,11680,6
1998,2018,2,13, 삼성동,"   121,000",서광아파트,59.67,2,11680,10
2003,2018,2,13, 삼성동,"    60,000",삼성동드림하우스,115.89,47-18,11680,2
1981,2018,2,14, 삼성동,"   199,000",상아아파트,147.74,19-4,11680,6
1981,2018,2,14, 삼성동,"   198,800",상아아파트,147.74,19-4,11680,5
1981,2018,2,14, 삼성동,"   175,000",홍실아파트,97.69,79,11680,1
2010,2018,2,19, 삼성동,"   316,500",삼성동헤렌하우스2(82-1),244.62,82-1,11680,3
2003,2018,2,22, 삼성동,"   120,000",미켈란107,83,107,11680,9
2004,2018,2,22, 삼성동,"    35,000",LG선릉에클라트(B),36.35,142-3,11680,14
2007,2018,2,22, 삼성동,"   215,000",롯데캐슬프레미어,144.113,11,11680,1
1998,2018,2,23, 삼성동,"    79,000",풍림(1차),59.7,106,11680,13
1981,2018,2,23, 삼성동,"   280,000",홍실아파트,162.47,79,11680,11
1999,2018,2,24, 삼성동,"   115,000",현대아파트 101동,59.83,6,11680,16
2005,2018,2,24, 삼성동,"   134,000",삼성팰리스,157.88,129-5,11680,7
2004,2018,2,25, 삼성동,"    35,000",LG선릉에클라트(B),36.35,142-3,11680,15
2000,2018,2,27, 삼성동,"   120,000",삼성동롯데아파트,59.4,17,11680,13
2004,2018,2,1, 대치동,"    76,000",동민맥스빌A동,84.9,938-11,11680,2
2004,2018,2,2, 대치동,"    32,000",대우아이빌명문가(891-23),33.06,891-23,11680,8
1979,2018,2,2, 대치동,"   157,000",은마,76.79,316,11680,2
2005,2018,2,3, 대치동,"   300,000",동부센트레빌,161.47,670,11680,11
2004,2018,2,3, 대치동,"    60,000",테헤란로대우아이빌(891-6),59.83,891-6,11680,8
2004,2018,2,3, 대치동,"   189,000",포스코더샵,139.54,902,11680,14
2017,2018,2,4, 대치동,"   196,000",대치 SK VIEW,84.3865,1029,11680,4
1985,2018,2,5, 대치동,"   225,000",한보미도맨션2,115.05,511,11680,2
2005,2018,2,5, 대치동,"   255,000",동부센트레빌,121.74,670,11680,14
2016,2018,2,5, 대치동,"    65,000",현대썬앤빌 테헤란,49.24,894,11680,7
1980,2018,2,7, 대치동,"   156,000",은마,76.79,316,11680,9
2015,2018,2,7, 대치동,"   335,000",래미안대치팰리스,151.31,1027,11680,17
1979,2018,2,8, 대치동,"   155,500",은마,76.79,316,11680,6
1983,2018,2,9, 대치동,"   205,000",쌍용대치2,120.76,65,11680,7
1979,2018,2,9, 대치동,"   155,000",은마,76.79,316,11680,12
2004,2018,2,9, 대치동,"   190,000",포스코더샵,139.54,902,11680,16
1980,2018,2,9, 대치동,"   172,500",은마,84.43,316,11680,12
1980,2018,2,10, 대치동,"   172,500",은마,84.43,316,11680,2
1983,2018,2,12, 대치동,"   170,000",선경1차(1동-7동),84.35,506,11680,11
1983,2018,2,13, 대치동,"   305,000",선경1차(1동-7동),163.92,506,11680,3
2004,2018,2,13, 대치동,"    36,900",대우아이빌명문가(891-23),42.3,891-23,11680,9
2004,2018,2,14, 대치동,"    25,000",선릉역대우아이빌(890-49),28.34,890-49,11680,11
2005,2018,2,19, 대치동,"   270,000",동부센트레빌,145.83,670,11680,5
1984,2018,2,19, 대치동,"   221,500",개포우성2,84.69,500,11680,13
2006,2018,2,19, 대치동,"   108,000",신성미소시티,174.77,904-10,11680,2
2000,2018,2,19, 대치동,"   133,500",삼성3차,144.09,1016-2,11680,1
1980,2018,2,20, 대치동,"   166,000",은마,84.43,316,11680,14
1979,2018,2,21, 대치동,"   168,000",은마,84.43,316,11680,6
1983,2018,2,21, 대치동,"   298,000",개포우성1,158.54,503,11680,1
2004,2018,2,22, 대치동,"    96,000",한티(933-35),110.66,933-35,11680,3
2008,2018,2,23, 대치동,"   254,000",대치아이파크,149.78,888,11680,17
1984,2018,2,23, 대치동,"   270,000",개포우성2,127.78,500,11680,10
2004,2018,2,24, 대치동,"   185,000",포스코더샵,139.54,902,11680,4
2004,2018,2,24, 대치동,"   199,000",포스코더샵,164.88,902,11680,17
1983,2018,2,26, 대치동,"   165,000",쌍용대치2,84.49,65,11680,12
2008,2018,2,26, 대치동,"   180,000",대치아이파크,84.98,888,11680,7
2008,2018,2,26, 대치동,"   223,000",대치아이파크,114.97,888,11680,5
2008,2018,2,26, 대치동,"   155,000",대치아이파크,59.96,888,11680,7
1983,2018,2,26, 대치동,"   225,000",한보미도맨션1,128.01,511,11680,1
2003,2018,2,1, 신사동,"   105,000",체리빌,133.81,550-7,11680,3
1974,2018,2,7, 신사동,"    55,000",강남상가,92.36,510-11,11680,9
1998,2018,2,9, 신사동,"   100,000",로데오현대,90.94,658,11680,7
2003,2018,2,9, 신사동,"    67,000",한양,94.86,556-29,11680,4
2004,2018,2,9, 신사동,"   295,000",중앙하이츠파크,184.02,632,11680,13
2004,2018,2,10, 신사동,"   101,500",현대아인빌,138.7,569-1,11680,4
2007,2018,2,10, 신사동,"   138,000",리갈팰리스,184.63,626,11680,3
1998,2018,2,13, 신사동,"    69,500",로데오현대,55.08,658,11680,9
2004,2018,2,14, 신사동,"   300,000",중앙하이츠파크,184.02,632,11680,19
1998,2018,2,23, 신사동,"    72,000",로데오현대,55.08,658,11680,3
2004,2018,2,26, 신사동,"   300,000",중앙하이츠파크,213.05,632,11680,7
2001,2018,2,28, 신사동,"   140,000",압구정대원칸타빌아파트,113.31,659,11680,12
2004,2018,2,2, 논현동,"    63,700",두영,84.84,216-1,11680,3
2004,2018,2,2, 논현동,"    64,200",두영,84.84,216-1,11680,2
1997,2018,2,3, 논현동,"    71,500",신동아(22),35.73,22,11680,13
1997,2018,2,6, 논현동,"   105,000",신동아(22),84.52,22,11680,1
2007,2018,2,6, 논현동,"   127,000",논현파라곤,117.84,241-1,11680,12
2003,2018,2,7, 논현동,"   130,000",동부센트레빌,114.498,275,11680,3
2004,2018,2,7, 논현동,"   300,000",동양파라곤,208.35,245,11680,4
2004,2018,2,7, 논현동,"   195,000",동양파라곤,157.41,245,11680,3
2004,2018,2,9, 논현동,"   133,000",스위트캐슬레지던스,167.22,55,11680,3
2004,2018,2,9, 논현동,"    84,500",논현동프라임,134.28,192-3,11680,2
2004,2018,2,12, 논현동,"    93,500",케럿스테이트,131.01,267-18,11680,1
2004,2018,2,13, 논현동,"   195,000",동양파라곤,160.33,245,11680,12
1997,2018,2,13, 논현동,"   117,000",신동아(22),84.52,22,11680,6
2004,2018,2,19, 논현동,"    39,000",마일스디오빌,36.29,58-2,11680,4
2004,2018,2,20, 논현동,"   197,000",동양파라곤,157.41,245,11680,14
2003,2018,2,22, 논현동,"   132,000",동부센트레빌,91.5933,275,11680,7
2002,2018,2,24, 논현동,"    80,300",우민,74.758,107-44,11680,5
2004,2018,2,26, 논현동,"   230,000",동양파라곤,180.07,245,11680,6
2004,2018,2,28, 논현동,"   200,000",동양파라곤,157.41,245,11680,11
1996,2018,2,28, 논현동,"    72,000",쌍용,59.91,103,11680,5
2014,2018,2,28, 논현동,"   159,500",아크로힐스논현,84.13,276-1,11680,26
1982,2018,2,3, 압구정동,"   229,000","현대10차(201,202동)",108.15,436,11680,1
1987,2018,2,9, 압구정동,"   250,000","현대14차(203,204,205,206동)",84.98,447,11680,8
1987,2018,2,10, 압구정동,"   270,000",미성2차,140.9,397,11680,5
1983,2018,2,10, 압구정동,"   265,000",현대13차(208~211동),108.47,448,11680,8
1977,2018,2,12, 압구정동,"   210,000",한양1차(영동한양),78.05,490,11680,11
1976,2018,2,12, 압구정동,"   206,000",현대3차(61~64동),82.5,443,11680,1
1981,2018,2,13, 압구정동,"   230,000",한양7,106.22,528,11680,4
1979,2018,2,14, 압구정동,"   265,000",한양5,115.24,513,11680,9
1982,2018,2,20, 압구정동,"   240,000",신현대12차,107.16,434,11680,7
1987,2018,2,21, 압구정동,"   265,000",미성2차,140.9,397,11680,15
1978,2018,2,22, 압구정동,"   350,000","현대6차(78~81,83,84,86,87동)",157.36,456,11680,5
1987,2018,2,24, 압구정동,"   271,000",미성2차,140.9,397,11680,5
1977,2018,2,24, 압구정동,"   225,000",한양1차(영동한양),91.21,490,11680,3
1976,2018,2,27, 압구정동,"   200,000",현대3차(61~64동),82.5,443,11680,12
1977,2018,2,27, 압구정동,"   150,000",한양1차(영동한양),49.98,490,11680,10
2011,2018,2,2, 세곡동,"    87,000",강남데시앙파크,84.95,525,11680,3
2011,2018,2,5, 세곡동,"    88,000",신동아파밀리에,84.98,511,11680,4
2013,2018,2,8, 세곡동,"   104,000",강남엘에이치1단지,84.83,579,11680,11
2011,2018,2,9, 세곡동,"    75,000",세곡리엔파크(1단지),59.97,508,11680,7
2012,2018,2,10, 세곡동,"   102,000",세곡푸르지오,84.83,533,11680,3
2012,2018,2,10, 세곡동,"   108,100",세곡푸르지오,84.84,533,11680,5
2011,2018,2,11, 세곡동,"    75,000",세곡리엔파크(1단지),59.97,508,11680,3
2012,2018,2,12, 세곡동,"   103,700",세곡푸르지오,84.84,533,11680,3
2012,2018,2,12, 세곡동,"    90,800",세곡푸르지오,59.89,533,11680,9
2012,2018,2,14, 세곡동,"    83,000",세곡푸르지오,74.74,533,11680,1
2013,2018,2,14, 세곡동,"    92,800",강남엘에이치1단지,74.74,579,11680,2
2013,2018,2,22, 세곡동,"    90,000",강남엘에이치1단지,59.89,579,11680,7
2012,2018,2,24, 세곡동,"    90,000",세곡푸르지오,59.89,533,11680,3
2011,2018,2,24, 세곡동,"   105,000",강남데시앙파크,114.69,525,11680,9
2014,2018,2,6, 자곡동,"   136,000",래미안강남힐즈,101.94,611,11680,8
2014,2018,2,7, 자곡동,"    95,000",강남한양수자인(4단지),59.96,BL-4,11680,9
2014,2018,2,9, 자곡동,"   130,000",래미안강남힐즈,91.96,611,11680,9
2014,2018,2,13, 자곡동,"   128,000",강남한양수자인(4단지),101.51,BL-4,11680,8
2014,2018,2,13, 자곡동,"   124,800",강남한양수자인(4단지),101.51,BL-4,11680,5
2014,2018,2,20, 자곡동,"   124,000",래미안포레,101.51,BL-3,11680,1
2014,2018,2,20, 자곡동,"   140,000",래미안강남힐즈,101.94,611,11680,1
2014,2018,2,21, 자곡동,"   140,000",래미안강남힐즈,101.94,611,11680,10
2014,2018,2,26, 자곡동,"   138,000",래미안강남힐즈,101.94,611,11680,9
2015,2018,2,9, 율현동,"    90,000",강남한신휴플러스6단지,84.83,BL-6,11680,3
2015,2018,2,9, 율현동,"   112,000",강남한신휴플러스8단지,114.91,BL-8,11680,1
2015,2018,2,12, 율현동,"    81,000",강남한신휴플러스6단지,59.98,BL-6,11680,3
2015,2018,2,20, 율현동,"    74,500",강남한신휴플러스6단지,59.98,BL-6,11680,3
1993,2018,2,1, 일원동,"   130,000",상록수,74.54,734,11680,1
1994,2018,2,2, 일원동,"   116,500",한솔마을,63.76,731,11680,3
1994,2018,2,2, 일원동,"   139,000",한솔마을,84.73,731,11680,3
1992,2018,2,3, 일원동,"    61,850",수서,39.98,711,11680,7
1994,2018,2,3, 일원동,"    99,900",푸른마을 아파트 101동~111동,59.76,719,11680,6
1993,2018,2,5, 일원동,"   157,000",목련타운,99.79,716,11680,14
1993,2018,2,6, 일원동,"   180,000",목련타운,134.71,716,11680,6
1994,2018,2,6, 일원동,"   155,000",샘터마을,152.7,718,11680,13
1993,2018,2,6, 일원동,"   155,000",목련타운,99.79,716,11680,7
1994,2018,2,6, 일원동,"   135,000",한솔마을,84.73,731,11680,5
1994,2018,2,7, 일원동,"   150,000",한솔마을,84.73,731,11680,3
1987,2018,2,7, 일원동,"   128,000",현대4,84.98,614,11680,8
1992,2018,2,10, 일원동,"    70,000",수서,52.29,711,11680,3
1993,2018,2,13, 일원동,"   188,000",목련타운,134.71,716,11680,15
1987,2018,2,21, 일원동,"   129,500",현대4,84.96,614,11680,12
1992,2018,2,21, 일원동,"    72,000",수서,50.82,711,11680,10
1993,2018,2,24, 일원동,"   158,200",목련타운,99.79,716,11680,7
1993,2018,2,1, 수서동,"   109,000",동익,84.46,738,11680,8
1992,2018,2,1, 수서동,"    96,000",삼익,60,708,11680,15
2014,2018,2,2, 수서동,"   134,500",강남데시앙포레,84.86,BL-1,11680,8
2014,2018,2,3, 수서동,"    99,500",강남데시앙포레,59.62,BL-1,11680,2
1997,2018,2,5, 수서동,"   135,000",삼성,84.97,747,11680,4
1993,2018,2,6, 수서동,"   160,000",수서한아름,163.68,712,11680,5
2014,2018,2,6, 수서동,"   129,000",강남데시앙포레,84.81,BL-1,11680,4
2014,2018,2,6, 수서동,"   129,000",강남데시앙포레,84.92,BL-1,11680,5
1993,2018,2,8, 수서동,"   112,000",동익,84.46,738,11680,4
2014,2018,2,8, 수서동,"   100,000",강남데시앙포레,59.81,BL-1,11680,6
1993,2018,2,9, 수서동,"    78,500",까치마을,39.6,746,11680,3
1993,2018,2,9, 수서동,"    75,000",까치마을,39.6,746,11680,11
1993,2018,2,10, 수서동,"    70,000",까치마을,34.44,746,11680,14
1997,2018,2,10, 수서동,"   125,000",삼성,84.97,747,11680,10
2014,2018,2,10, 수서동,"   160,000",강남데시앙포레,114.45,BL-1,11680,10
1992,2018,2,13, 수서동,"    74,500",신동아,39.51,736,11680,15
1992,2018,2,13, 수서동,"    69,700",삼익,49.2,708,11680,15
1993,2018,2,19, 수서동,"    79,000",까치마을,39.6,746,11680,12
1992,2018,2,22, 수서동,"    83,000",신동아,39.53,736,11680,10
2014,2018,2,22, 수서동,"    98,000",강남데시앙포레,59.81,BL-1,11680,3
1993,2018,2,24, 수서동,"    69,500",까치마을,34.44,746,11680,11
1997,2018,2,27, 수서동,"   125,500",삼성,84.97,747,11680,14
1992,2018,2,27, 수서동,"    66,600",삼익,49.2,708,11680,12
1998,2018,2,1, 도곡동,"   125,000",우성캐릭터199,132.94,467-24,11680,10
2004,2018,2,1, 도곡동,"   267,000",타워팰리스3,163.702,467-29,11680,38
2006,2018,2,1, 도곡동,"   204,500",도곡렉슬,120.8233,527,11680,15
2013,2018,2,1, 도곡동,"   143,000",래미안도곡카운티,71.85,538,11680,1
1995,2018,2,1, 도곡동,"   123,500",럭키(963),84.97,963,11680,12
2005,2018,2,2, 도곡동,"   115,000",도곡푸르지오,173.42,949-1,11680,4
2004,2018,2,2, 도곡동,"   450,000",타워팰리스3,244.224,467-29,11680,62
2003,2018,2,2, 도곡동,"   165,000",타워팰리스2,124.11,467-17,11680,33
2006,2018,2,2, 도곡동,"   240,000",도곡렉슬,134.9023,527,11680,7
2005,2018,2,2, 도곡동,"    99,700",경남,59.76,967,11680,8
2006,2018,2,3, 도곡동,"   250,000",도곡렉슬,134.9023,527,11680,14
1995,2018,2,3, 도곡동,"   130,000",럭키(963),84.97,963,11680,3
2004,2018,2,3, 도곡동,"   125,000",아카데미스위트1,122.07,467-7,11680,20
2005,2018,2,4, 도곡동,"   145,000",경남,114.96,967,11680,9
1999,2018,2,5, 도곡동,"   140,000",대림아크로빌,172.467,467-6,11680,10
2006,2018,2,5, 도곡동,"   170,000",도곡렉슬,84.9984,527,11680,8
2002,2018,2,5, 도곡동,"   150,000",타워팰리스1,84.16,467,11680,42
2002,2018,2,6, 도곡동,"   237,000",타워팰리스1,164.97,467,11680,11
2006,2018,2,6, 도곡동,"    99,500",현대그린1,84.72,964,11680,7
2002,2018,2,6, 도곡동,"   209,000",타워팰리스1,137.24,467,11680,8
1986,2018,2,7, 도곡동,"   136,500",우성사원5,78.99,463-1,11680,8
2002,2018,2,7, 도곡동,"   184,500",타워팰리스1,121.42,467,11680,38
2010,2018,2,7, 도곡동,"   144,000",도곡지웰카운티 101동,107.11,199-4,11680,6
2006,2018,2,8, 도곡동,"   139,500",도곡렉슬,59.9818,527,11680,1
2005,2018,2,10, 도곡동,"   110,000",경남,59.76,967,11680,7
1978,2018,2,10, 도곡동,"   152,000",도곡쌍용예가,142.77,933,11680,1
2007,2018,2,10, 도곡동,"   164,000",도곡3차아이파크,194.605,970,11680,3
2000,2018,2,11, 도곡동,"   157,000",벨라빌,244.55,193-42,11680,2
2004,2018,2,12, 도곡동,"   134,200",아카데미스위트1,122.07,467-7,11680,10
2006,2018,2,12, 도곡동,"   205,000",도곡렉슬,119.8906,527,11680,12
2007,2018,2,12, 도곡동,"   128,000",도곡1차아이파크,84.122,543-7,11680,6
2002,2018,2,12, 도곡동,"   196,000",타워팰리스1,137.24,467,11680,13
2006,2018,2,12, 도곡동,"   175,000",도곡렉슬,84.9231,527,11680,9
2005,2018,2,13, 도곡동,"   145,000",경남,114.96,967,11680,7
2010,2018,2,13, 도곡동,"   150,000",도곡지웰카운티 102동,125.49,199-1,11680,2
2013,2018,2,13, 도곡동,"   145,000",래미안도곡카운티,59.98,538,11680,17
2005,2018,2,14, 도곡동,"    93,500",경남,59.76,967,11680,15
2003,2018,2,14, 도곡동,"   185,000",타워팰리스2,115.63,467-17,11680,36
2002,2018,2,14, 도곡동,"   210,000",타워팰리스1,164.97,467,11680,35
2006,2018,2,14, 도곡동,"   220,000",도곡렉슬,119.8906,527,11680,13
2006,2018,2,14, 도곡동,"   202,000",도곡렉슬,120.8233,527,11680,5
1999,2018,2,19, 도곡동,"    31,900",현대비젼21,34.995,467-19,11680,14
2006,2018,2,19, 도곡동,"    61,700",SK허브프리모,63.09,953-1,11680,19
2006,2018,2,20, 도곡동,"   113,000",현대그린1,84.72,964,11680,2
2006,2018,2,20, 도곡동,"   210,000",도곡렉슬,120.8233,527,11680,22
2002,2018,2,20, 도곡동,"   215,000",포스코트,209.03,164-6,11680,7
2004,2018,2,21, 도곡동,"   205,000",타워팰리스3,141.706,467-29,11680,63
1985,2018,2,21, 도곡동,"   220,000",우성4,126.46,465,11680,8
2001,2018,2,22, 도곡동,"   154,000",삼성래미안,89.88,91-5,11680,7
2006,2018,2,22, 도곡동,"   245,000",도곡렉슬,134.9023,527,11680,17
2004,2018,2,22, 도곡동,"   210,000",타워팰리스3,163.567,467-29,11680,33
2013,2018,2,23, 도곡동,"   194,000",래미안도곡카운티,106.39,538,11680,2
2002,2018,2,23, 도곡동,"   269,000",타워팰리스1,164.95,467,11680,21
2006,2018,2,23, 도곡동,"   239,000",도곡렉슬,134.9023,527,11680,3
2006,2018,2,23, 도곡동,"   167,000",도곡2차 I-PARK,198.13,969,11680,8
1988,2018,2,23, 도곡동,"   142,000",한신엠비씨,117.57,895-8,11680,10
1997,2018,2,24, 도곡동,"    33,000",중명하니빌,34.32,965,11680,8
2006,2018,2,24, 도곡동,"   170,000",도곡렉슬,84.9231,527,11680,10
2003,2018,2,24, 도곡동,"   145,500",롯데캐슬모닝,150.78,551-28,11680,11
2006,2018,2,27, 도곡동,"    69,500",SK허브프리모,70.31,953-1,11680,9
2002,2018,2,27, 도곡동,"   260,000",타워팰리스1,164.97,467,11680,53
1995,2018,2,27, 도곡동,"   155,500",럭키(963),124.1,963,11680,14
2006,2018,2,27, 도곡동,"   205,500",도곡렉슬,119.8906,527,11680,15
2002,2018,2,28, 도곡동,"   188,000",타워팰리스1,121.42,467,11680,42
2008,2018,2,28, 도곡동,"   110,000",조이너스 도곡,84.98,950-19,11680,3
2017,2018,3,1, 역삼동,"    42,500",프리빌리지,27.06,723-16,11680,6
2003,2018,3,2, 역삼동,"   118,000",금호어울림,133.95,835-67,11680,8
2017,2018,3,2, 역삼동,"    45,500",프리빌리지,30.01,723-16,11680,7
2017,2018,3,3, 역삼동,"    84,500",동원스위트뷰역삼,84.83,745-13,11680,2
2005,2018,3,3, 역삼동,"    83,000",에스케이허브젠,84.99,831-45,11680,10
2014,2018,3,4, 역삼동,"   145,000",테헤란아이파크,70.83,709-5,11680,5
1997,2018,3,5, 역삼동,"    92,000",대림역삼,59.66,761-10,11680,7
2004,2018,3,5, 역삼동,"    54,000",역삼우정에쉐르2,47.83,707-18,11680,6
2003,2018,3,6, 역삼동,"    76,900",세방하이빌1,59.77,771-4,11680,3
2002,2018,3,7, 역삼동,"    28,000",대우디오빌,30.03,720-25,11680,10
2003,2018,3,9, 역삼동,"    60,000",예지향,75.15,728-52,11680,3
2002,2018,3,9, 역삼동,"    29,900",대우디오빌,30.03,720-25,11680,11
1996,2018,3,10, 역삼동,"    34,200",한스빌(836),41.95,836,11680,3
2006,2018,3,10, 역삼동,"    71,000",조이너스,84.28,747-1,11680,2
2010,2018,3,10, 역삼동,"   172,000",래미안그레이튼(진달래2차),84.81,762-3,11680,25
2001,2018,3,10, 역삼동,"    38,100",한화진넥스빌,51.08,706-20,11680,6
2005,2018,3,10, 역삼동,"   163,000",역삼래미안,80.87,757,11680,5
2004,2018,3,10, 역삼동,"    22,000",우정에쉐르멤버스,22.12,708-31,11680,4
2003,2018,3,11, 역삼동,"    71,500",노블카운티,111.9,794-24,11680,4
2002,2018,3,14, 역삼동,"    55,000",트레벨,33.48,766-8,11680,3
2017,2018,3,14, 역삼동,"    52,500",프리빌리지,32.56,723-16,11680,8
2002,2018,3,15, 역삼동,"    40,800",대우디오빌,36.96,720-25,11680,25
2004,2018,3,16, 역삼동,"    15,000",강남역우정에쉐르,17.13,823-7,11680,7
2003,2018,3,16, 역삼동,"    20,000",우림루미아트2,23.9,706-10,11680,8
1996,2018,3,16, 역삼동,"    20,000",한스빌(836),31.78,836,11680,12
2004,2018,3,16, 역삼동,"   140,000",상지리츠빌(2호라인),153.65,761,11680,6
2001,2018,3,17, 역삼동,"    30,000",한화진넥스빌,39.2,706-20,11680,18
2014,2018,3,17, 역삼동,"   197,000",테헤란아이파크,92.62,709-5,11680,12
2017,2018,3,17, 역삼동,"    84,000",동원스위트뷰역삼,84.83,745-13,11680,6
2005,2018,3,17, 역삼동,"    80,000",에스케이허브젠,84.99,831-45,11680,13
2005,2018,3,17, 역삼동,"    85,000",에스케이허브젠,84.99,831-45,11680,14
2012,2018,3,17, 역삼동,"    20,050",요진와이시티미니,12.47,727-9,11680,6
2006,2018,3,18, 역삼동,"   160,000",역삼푸르지오,84.9097,754-1,11680,10
2005,2018,3,19, 역삼동,"    83,000",(828-76),110.51,828-76,11680,3
2003,2018,3,19, 역삼동,"    24,800",진넥스빌2,30.53,706-24,11680,10
2004,2018,3,20, 역삼동,"    72,000",우정에쉐르3,63.67,707-15,11680,7
2002,2018,3,20, 역삼동,"    28,200",대우디오빌,30.03,720-25,11680,4
2007,2018,3,21, 역삼동,"   140,000",롯데캐슬노블,176.03,835-68,11680,12
2003,2018,3,23, 역삼동,"   104,000",금호어울림,132.88,835-67,11680,15
1996,2018,3,24, 역삼동,"    83,000",우성빌라트,139.71,797-12,11680,4
2003,2018,3,24, 역삼동,"    21,300",진넥스빌2,23.85,706-24,11680,11
2004,2018,3,24, 역삼동,"    30,500",대우디오빌플러스,34.41,824-25,11680,6
2017,2018,3,25, 역삼동,"    49,500",프리빌리지,31.42,723-16,11680,6
1979,2018,3,25, 역삼동,"   193,000",개나리4,160.33,712,11680,4
1992,2018,3,28, 역삼동,"    85,000",은하수,66.24,759-1,11680,3
2006,2018,3,30, 역삼동,"    89,000",역삼디오슈페리움,84.92,832-5,11680,20
1992,2018,3,1, 개포동,"    99,000",삼익대청아파트,51.12,12,11680,10
1982,2018,3,1, 개포동,"   138,000",개포주공 1단지,35.87,141,11680,5
1983,2018,3,1, 개포동,"   171,000",개포주공 7단지,83.7,185,11680,9
1982,2018,3,2, 개포동,"   178,000",개포주공 1단지,49.56,141,11680,2
1984,2018,3,3, 개포동,"   200,000",경남1,123.28,649,11680,10
1992,2018,3,5, 개포동,"    99,000",성원대치2단지아파트,49.86,12,11680,4
1983,2018,3,7, 개포동,"   167,000",개포주공 6단지,83.21,185,11680,7
1983,2018,3,8, 개포동,"   165,000",개포주공 1단지,53.63,141,11680,3
